batch_id,timestamp,machine_id,product_line,temperature,pressure,cycle_time,vibration,quality_measurement,defect_rate,temperature_tolerance,pressure_tolerance,cycle_time_tolerance,vibration_tolerance,operator_shift,operator_id,raw_material_batch,ambient_temperature,energy_consumption,maintenance_days,production_speed,actual_status,final_outcome,temperature_tolerance_distance,temperature_limit_utilization_pct,pressure_tolerance_distance,pressure_limit_utilization_pct,cycle_time_tolerance_distance,cycle_time_limit_utilization_pct,vibration_tolerance_distance,vibration_limit_utilization_pct,temperature_rolling_mean,temperature_rolling_std,temperature_rolling_z,temperature_drift_flag,pressure_rolling_mean,pressure_rolling_std,pressure_rolling_z,pressure_drift_flag,cycle_time_rolling_mean,cycle_time_rolling_std,cycle_time_rolling_z,cycle_time_drift_flag,vibration_rolling_mean,vibration_rolling_std,vibration_rolling_z,vibration_drift_flag
52,2026-01-01 12:45:00,M-02,Line-C,65.976,100.095,41.832,2.009,49.046,0.61,78.0,108.0,49.0,3.3,Shift-B,OP-014,RM-0137,25.3,76.86,99.0,104.2,Stable,Accepted,12.024000000000001,84.58461538461538,7.905000000000001,92.68055555555556,7.167999999999999,85.37142857142858,1.291,60.878787878787875,70.05264,1.7640007057821736,-2.3110194835168048,False,99.90563999999999,1.6483392369290941,0.11487926499449905,False,41.704440000000005,1.2220794464081812,0.104379465978998,False,1.9306,0.21948671182253082,0.35719702276733395,False
53,2026-01-01 13:00:00,M-03,Line-B,68.137,97.613,42.899,2.344,50.148,1.084,78.0,108.0,49.0,3.3,Shift-B,OP-024,RM-0051,26.1,81.02,38.0,96.36,Stable,Accepted,9.863,87.35512820512821,10.387,90.3824074074074,6.100999999999999,87.54897959183674,0.956,71.03030303030303,69.89816,1.7555331735211734,-1.0032051951872516,False,99.83264000000001,1.7092008337231728,-1.298642006372618,False,41.8406,1.1533526491638724,0.917672492248828,False,1.9467600000000003,0.2345624081845455,1.6935365009019905,False
54,2026-01-01 13:15:00,M-03,Line-A,74.594,99.043,42.599,2.041,48.052,1.843,78.0,108.0,49.0,3.3,Shift-B,OP-025,RM-0012,25.23,88.66,83.0,105.08,Warning,Accepted,3.406000000000006,95.63333333333333,8.956999999999994,91.70648148148149,6.401000000000003,86.93673469387755,1.259,61.84848484848485,70.0518,1.9863655252747419,2.28668890101269,False,99.748,1.6930990077369918,-0.41639620410758277,False,41.85772,1.161608350520944,0.638149682436043,False,1.93444,0.2202042763738555,0.4839143079087436,False
55,2026-01-01 13:30:00,M-03,Line-C,69.92,101.972,40.001,2.484,48.182,0.819,78.0,108.0,49.0,3.3,Shift-B,OP-024,RM-0042,24.19,84.21,42.0,103.38,Stable,Accepted,8.079999999999998,89.64102564102564,6.028000000000006,94.41851851851851,8.999000000000002,81.63469387755102,0.8159999999999998,75.27272727272728,70.14104,1.9249567631508007,-0.11482855315576036,False,99.88199999999999,1.7323806115670197,1.2064323428957682,False,41.78247999999999,1.2194484449946996,-1.4608899681755205,False,1.9684,0.23693160053765155,2.176155476221773,False
56,2026-01-01 13:45:00,M-01,Line-D,66.351,100.337,42.836,1.519,50.782,0.728,78.0,108.0,49.0,3.3,Shift-B,OP-025,RM-0135,26.27,83.21,8.0,98.44,Stable,Accepted,11.649000000000001,85.06538461538462,7.662999999999997,92.90462962962962,6.1640000000000015,87.42040816326531,1.781,46.03030303030303,70.0408,2.0554343417714254,-1.795143695429377,False,100.01075999999999,1.6352914184735767,0.19949960986435897,False,41.841719999999995,1.233706121137981,0.8059293724528749,False,1.95364,0.253091531532237,-1.7173233626927529,False
57,2026-01-01 14:00:00,M-04,Line-B,74.022,97.89,41.008,1.855,48.08,1.902,78.0,108.0,49.0,3.3,Shift-B,OP-017,RM-0002,24.32,85.49,91.0,102.36,Warning,Accepted,3.9779999999999944,94.9,10.11,90.63888888888889,7.991999999999997,83.68979591836735,1.4449999999999998,56.21212121212121,70.18512000000001,2.204024884916989,1.7408514877746053,False,99.88159999999999,1.6712350971661607,-1.19169349864484,False,41.8516,1.2256534311677678,-0.6882859204304081,False,1.96744,0.23677346416634887,-0.47488429666680737,False
58,2026-01-01 14:15:00,M-01,Line-B,68.13,99.31,42.656,1.789,49.842,0.747,78.0,108.0,49.0,3.3,Shift-B,OP-014,RM-0058,26.01,82.68,23.0,96.72,Stable,Accepted,9.870000000000005,87.34615384615384,8.689999999999998,91.95370370370371,6.344000000000001,87.0530612244898,1.511,54.21212121212121,70.0852,2.239449262653656,-0.8730718005565228,False,99.92096000000001,1.6444445232357294,-0.37152971192840006,False,41.927839999999996,1.2134945295852466,0.6000521487714298,False,1.9554799999999997,0.23797848642261757,-0.6995590336865737,False
59,2026-01-01 14:30:00,M-05,Line-D,70.303,99.78,44.284,2.028,50.107,1.515,78.0,108.0,49.0,3.3,Shift-B,OP-001,RM-0101,25.28,87.83,25.0,97.45,Stable,Accepted,7.697000000000003,90.13205128205128,8.219999999999999,92.38888888888889,4.716000000000001,90.37551020408164,1.2719999999999998,61.45454545454546,70.00612,2.193144058195903,0.13536730471057945,False,99.76655999999998,1.450479434531901,0.009265901797742037,False,41.97656,1.2835237330619627,1.797738476167785,False,1.943,0.22478878975607303,0.37813273558809024,False
60,2026-01-01 14:45:00,M-05,Line-D,67.895,99.823,44.153,1.631,50.623,1.086,78.0,108.0,49.0,3.3,Shift-B,OP-017,RM-0009,27.21,85.18,82.0,96.05,Stable,Accepted,10.105000000000004,87.0448717948718,8.177000000000007,92.42870370370369,4.847000000000001,90.10816326530612,1.6689999999999998,49.42424242424243,69.80072,2.1379058000763194,-0.8913956826030275,False,99.68699999999998,1.3867601631140052,0.09807031065459686,False,42.023,1.3414894085803715,1.5877874147765831,False,1.9368,0.23134155845127932,-1.3218550183857336,False
61,2026-01-01 15:00:00,M-06,Line-D,73.283,99.986,41.065,2.077,49.946,1.476,78.0,108.0,49.0,3.3,Shift-B,OP-018,RM-0018,24.98,93.84,38.0,98.99,Stable,Accepted,4.716999999999999,93.95256410256411,8.013999999999996,92.57962962962964,7.935000000000002,83.8061224489796,1.2229999999999999,62.93939393939394,69.8162,2.1625112138437497,1.603136195459515,False,99.56624,1.2053732575430665,0.34824067762679173,False,41.96412,1.3502646135727063,-0.6658842947983318,False,1.9361199999999998,0.23088476923926077,0.6101745059415734,False
62,2026-01-01 15:15:00,M-05,Line-B,67.516,100.685,40.968,1.887,49.208,0.658,78.0,108.0,49.0,3.3,Shift-B,OP-002,RM-0085,24.72,80.5,64.0,100.84,Stable,Accepted,10.483999999999995,86.55897435897437,7.314999999999998,93.22685185185186,8.031999999999996,83.60816326530613,1.4129999999999998,57.18181818181819,69.6874,2.2009947183035115,-0.986553934883437,False,99.60880000000002,1.2259950720401165,0.8778175577893114,False,41.960159999999995,1.3531473706387824,-0.7332239056353638,False,1.9251600000000002,0.2262212560009928,-0.16868441398730774,False
63,2026-01-01 15:30:00,M-03,Line-A,68.881,100.554,41.966,1.444,51.083,1.329,78.0,108.0,49.0,3.3,Shift-B,OP-004,RM-0086,25.26,82.09,48.0,96.78,Stable,Accepted,9.119,88.30897435897435,7.445999999999998,93.10555555555555,7.033999999999999,85.64489795918368,1.8559999999999999,43.75757575757576,69.68316,2.2025017722278046,-0.364204020225884,False,99.66204000000002,1.2373902806579054,0.7208396687306603,False,41.908519999999996,1.3259550055211724,0.04334988725911747,False,1.9145999999999999,0.24236628615933103,-1.9416891988460332,False
64,2026-01-01 15:45:00,M-06,Line-B,71.669,100.027,41.569,1.991,51.149,1.18,78.0,108.0,49.0,3.3,Shift-B,OP-028,RM-0048,25.68,93.44,13.0,99.7,Stable,Accepted,6.331000000000003,91.88333333333333,7.972999999999999,92.61759259259259,7.430999999999997,84.83469387755103,1.3089999999999997,60.333333333333336,69.71248,2.224642276861598,0.879476228762562,False,99.73707999999999,1.1982002448116291,0.24196289497970186,False,41.936080000000004,1.3107598279878168,-0.280051304718055,False,1.9202,0.2424529163913413,0.29201546037797493,False
65,2026-01-01 16:00:00,M-03,Line-B,68.926,99.927,43.575,1.557,48.835,0.759,78.0,108.0,49.0,3.3,Shift-C,OP-021,RM-0139,25.43,84.43,13.0,102.81,Stable,Accepted,9.073999999999998,88.36666666666667,8.072999999999993,92.525,5.424999999999997,88.92857142857143,1.7429999999999999,47.18181818181818,69.71592000000001,2.223303021782371,-0.35529120064198383,False,99.73412,1.1976123579856637,0.16105378231435324,False,42.096360000000004,1.2528335510620097,1.1802365914822253,False,1.8994799999999998,0.2506674623214325,-1.3662722589852352,False
66,2026-01-01 16:15:00,M-02,Line-D,71.081,100.547,43.327,1.868,50.303,1.199,78.0,108.0,49.0,3.3,Shift-C,OP-007,RM-0134,24.04,85.71,63.0,98.86,Stable,Accepted,6.918999999999997,91.12948717948719,7.453000000000003,93.09907407407407,5.673000000000002,88.42244897959183,1.4319999999999997,56.606060606060616,69.7032,2.2141634236583854,0.6222666246213735,False,99.7564,1.2077095746356603,0.6546275831575687,False,42.08968,1.245494671472602,0.9934366066271966,False,1.89488,0.250125521821878,-0.10746604266613727,False
67,2026-01-01 16:30:00,M-06,Line-A,71.363,100.401,42.05,2.349,48.469,1.14,78.0,108.0,49.0,3.3,Shift-C,OP-006,RM-0004,26.73,86.44,103.0,100.94,Stable,Accepted,6.6370000000000005,91.49102564102563,7.599000000000004,92.96388888888889,6.950000000000003,85.81632653061224,0.9509999999999996,71.18181818181819,69.76812,2.2389421668874396,0.7123363986740191,False,99.7948,1.2125157387294592,0.49995227330839515,False,42.17376,1.1631174446288624,-0.10640370030688924,False,1.9075199999999999,0.2649418363842652,1.6663279987222872,False
68,2026-01-01 16:45:00,M-03,Line-C,69.948,99.843,39.937,1.963,49.136,1.038,78.0,108.0,49.0,3.3,Shift-C,OP-001,RM-0025,26.06,89.62,85.0,97.58,Stable,Accepted,8.052000000000007,89.67692307692306,8.156999999999996,92.44722222222222,9.063000000000002,81.50408163265305,1.3369999999999997,59.4848484848485,69.85364,2.2015521963681204,0.04286066901146358,False,99.84388000000001,1.1873850582968632,-0.0007411243672474319,False,42.13796,1.2185877577480049,-1.8061563363047872,False,1.90524,0.26417769903356103,0.21864071120046444,False
69,2026-01-01 17:00:00,M-01,Line-D,68.444,101.829,43.366,2.312,50.972,1.37,78.0,108.0,49.0,3.3,Shift-C,OP-024,RM-0099,25.62,87.68,74.0,97.86,Stable,Accepted,9.555999999999997,87.74871794871795,6.1710000000000065,94.2861111111111,5.634,88.50204081632653,0.988,70.06060606060606,69.83612,2.211327812273272,-0.6295403116053042,False,99.98212,1.2099699486626296,1.5263850164554424,False,42.13871999999999,1.2193788897084628,1.0064796187290348,False,1.93232,0.2699573608306814,1.4064443319185396,False
70,2026-01-01 17:15:00,M-03,Line-D,68.598,100.35,43.136,1.685,49.761,0.637,78.0,108.0,49.0,3.3,Shift-C,OP-030,RM-0019,25.3,87.25,63.0,98.21,Stable,Accepted,9.402000000000001,87.94615384615383,7.650000000000006,92.91666666666666,5.863999999999997,88.0326530612245,1.6149999999999998,51.06060606060606,69.74792000000001,2.2151269700252607,-0.5191214840325362,False,99.9786,1.2087158130291198,0.3072682561083087,False,42.213519999999995,1.2209676531341744,0.7555318911455504,False,1.92852,0.27284399083236816,-0.8925246960986417,False
71,2026-01-01 17:30:00,M-05,Line-C,68.963,99.306,41.03,2.099,51.084,0.252,78.0,108.0,49.0,3.3,Shift-C,OP-020,RM-0115,25.88,81.6,75.0,106.8,Stable,Accepted,9.037000000000006,88.41410256410256,8.694000000000003,91.95,7.969999999999999,83.73469387755102,1.2009999999999996,63.60606060606061,69.79168,2.187090775436621,-0.3788960244846589,False,99.96036,1.2155419189261412,-0.5383277942220906,False,42.136,1.2325369162828257,-0.8973362058278601,False,1.93928,0.2740981454394272,0.58271098384829,False
72,2026-01-01 17:45:00,M-02,Line-D,71.222,100.072,40.886,2.187,49.336,0.236,78.0,108.0,49.0,3.3,Shift-C,OP-028,RM-0082,24.74,82.22,20.0,99.36,Stable,Accepted,6.778000000000006,91.31025641025641,7.927999999999997,92.65925925925926,8.113999999999997,83.44081632653062,1.113,66.27272727272727,69.9026,2.186475760213216,0.603436829261407,False,99.88887999999999,1.150016424520382,0.15923250841951006,False,42.03624,1.2285780493453864,-0.9362368150829896,False,1.9622,0.26968654644481865,0.8335603053376519,False
73,2026-01-01 18:00:00,M-03,Line-A,70.836,100.694,43.135,1.584,49.437,0.774,78.0,108.0,49.0,3.3,Shift-C,OP-008,RM-0135,25.31,81.74,113.0,100.54,Stable,Accepted,7.1640000000000015,90.8153846153846,7.305999999999997,93.23518518518519,5.865000000000002,88.03061224489795,1.7159999999999997,48.00000000000001,69.95412,2.192937210683416,0.4021455770387345,False,99.88647999999999,1.1481969241670362,0.7032939933938852,False,42.1438,1.2009523651391465,0.8253449751815555,False,1.9508800000000002,0.27960602044066696,-1.3121319756340972,False
74,2026-01-01 18:15:00,M-01,Line-B,70.287,100.571,40.939,1.788,48.528,0.772,78.0,108.0,49.0,3.3,Shift-C,OP-024,RM-0017,26.38,80.25,57.0,104.09,Stable,Accepted,7.712999999999994,90.11153846153846,7.429000000000002,93.1212962962963,8.061,83.54897959183674,1.5119999999999998,54.18181818181819,69.931,2.1859695598673436,0.16285679660681676,False,99.97576000000001,1.1089625136435608,0.5367539413431516,False,42.12144,1.2185521490687121,-0.9703647077424536,False,1.94088,0.2808282867993655,-0.5443896045601105,False
75,2026-01-01 18:30:00,M-05,Line-A,70.483,99.127,39.854,2.247,50.542,0.896,78.0,108.0,49.0,3.3,Shift-C,OP-014,RM-0100,25.79,91.47,83.0,100.26,Stable,Accepted,7.516999999999996,90.36282051282052,8.873000000000005,91.78425925925926,9.146,81.33469387755102,1.053,68.0909090909091,69.87432,2.1508771218582647,0.2829915264867077,False,99.89084000000001,1.088415694178152,-0.7017906890590928,False,42.058279999999996,1.2942898477543503,-1.7030806537071428,False,1.9428,0.2828235610175834,1.075582242531369,False
76,2026-01-01 18:45:00,M-03,Line-D,67.472,98.952,43.028,1.821,51.283,1.054,78.0,108.0,49.0,3.3,Shift-C,OP-020,RM-0089,24.69,84.33,39.0,96.34,Stable,Accepted,10.528000000000006,86.5025641025641,9.048000000000002,91.62222222222222,5.972000000000001,87.81224489795918,1.4789999999999999,55.18181818181819,69.77199999999999,2.203365872175256,-1.0438575041236071,False,99.94936,0.9886552263891821,-1.0088046604908067,False,42.08396,1.3073659740103294,0.7220931390038933,False,1.9423599999999999,0.28301161342484404,-0.42881632499589284,False
77,2026-01-01 19:00:00,M-02,Line-D,70.817,100.918,43.626,1.784,52.386,1.567,78.0,108.0,49.0,3.3,Shift-C,OP-025,RM-0108,26.27,86.78,5.0,98.81,Stable,Accepted,7.183000000000007,90.79102564102564,7.081999999999994,93.4425925925926,5.374000000000002,89.0326530612245,1.5159999999999998,54.06060606060606,69.96564000000001,2.0641857329222977,0.4124435056503868,False,99.98228,1.0072342296275048,0.9289994049805588,False,42.15572,1.3417433472911184,1.0957982411229263,False,1.9333600000000002,0.28437839814819516,-0.525215701940081,False
78,2026-01-01 19:15:00,M-02,Line-A,70.309,99.599,40.684,1.557,50.667,0.955,78.0,108.0,49.0,3.3,Shift-C,OP-011,RM-0087,24.89,82.72,87.0,100.04,Stable,Accepted,7.6910000000000025,90.13974358974359,8.400999999999996,92.2212962962963,8.316000000000003,83.02857142857142,1.7429999999999999,47.18181818181818,70.05252,2.0294290477865857,0.1263803729821096,False,100.06172000000001,0.8832739061770786,-0.5238692061024595,False,42.067119999999996,1.3635714539399753,-1.0143362828574463,False,1.9018799999999998,0.28056138959830773,-1.229249685759612,False
79,2026-01-01 19:30:00,M-04,Line-A,73.498,99.522,41.611,2.174,48.84,1.321,78.0,108.0,49.0,3.3,Shift-C,OP-002,RM-0012,25.66,87.6,47.0,97.4,Stable,Accepted,4.501999999999995,94.22820512820513,8.477999999999994,92.15,7.389000000000003,84.92040816326531,1.126,65.87878787878788,70.00868,1.936967318602279,1.8014346274659447,False,100.08088,0.8652667372935635,-0.6459048706160696,False,42.0276,1.361830171741927,-0.30591185938194215,False,1.9072,0.2845420297015307,0.9376470684484074,False
80,2026-01-01 19:45:00,M-05,Line-B,70.553,102.133,42.556,2.132,49.933,1.046,78.0,108.0,49.0,3.3,Shift-C,OP-021,RM-0055,25.63,79.02,33.0,100.49,Stable,Accepted,7.447000000000003,90.45256410256411,5.867000000000004,94.56759259259259,6.444000000000003,86.84897959183672,1.1679999999999997,64.60606060606061,70.03399999999999,1.9398948639896194,0.267540272225177,False,100.08732,0.8803953051517912,2.3235925816838487,False,42.129799999999996,1.2977694325264315,0.32840964605731005,False,1.8931200000000001,0.26268014770819686,0.9093949507953082,False
81,2026-01-01 20:00:00,M-06,Line-A,68.728,103.183,43.578,1.556,49.784,1.189,78.0,108.0,49.0,3.3,Shift-C,OP-016,RM-0049,25.77,89.58,63.0,102.49,Stable,Accepted,9.272000000000006,88.1128205128205,4.816999999999993,95.53981481481482,5.421999999999997,88.93469387755103,1.7439999999999998,47.151515151515156,70.12907999999999,1.8054518344909238,-0.7760273485196852,False,100.20116,1.07624360934997,2.770599494477814,False,42.159479999999995,1.3228358779531098,1.072332572499436,False,1.8946,0.2605802819350179,-1.2994076047720227,False
82,2026-01-01 20:15:00,M-03,Line-D,69.546,99.771,44.391,2.232,50.402,1.538,78.0,108.0,49.0,3.3,Shift-C,OP-001,RM-0101,26.3,85.33,18.0,95.24,Stable,Accepted,8.453999999999994,89.16153846153847,8.229,92.38055555555556,4.609000000000002,90.59387755102041,1.0679999999999996,67.63636363636365,69.95004,1.6152337931911376,-0.2501433549144319,False,100.27640000000001,0.9682729040237833,-0.5219602840271101,False,42.2948,1.3722466675735214,1.5275679289544983,False,1.9096799999999998,0.2689668071218704,1.198363483766067,False
83,2026-01-01 20:30:00,M-01,Line-A,71.868,100.971,42.514,2.252,50.21,1.567,78.0,108.0,49.0,3.3,Shift-C,OP-030,RM-0037,24.27,91.41,49.0,101.37,Stable,Accepted,6.132000000000005,92.13846153846154,7.028999999999996,93.49166666666667,6.485999999999997,86.76326530612245,1.048,68.24242424242424,70.09956,1.6127440921195892,1.0965409878983228,False,100.34284,0.956108461420556,0.6569965912305679,False,42.289120000000004,1.3709825953186405,0.16402834052589324,False,1.9282000000000001,0.276155149629093,1.1725292844797535,False
84,2026-01-01 20:45:00,M-05,Line-C,69.926,98.915,41.431,1.315,49.97,0.639,78.0,108.0,49.0,3.3,Shift-C,OP-018,RM-0036,24.89,79.73,75.0,99.04,Stable,Accepted,8.073999999999998,89.64871794871794,9.084999999999994,91.58796296296296,7.569000000000003,84.5530612244898,1.9849999999999999,39.84848484848485,70.08448,1.6125251191841852,-0.09828063954760351,False,100.30824000000001,0.9922921814331285,-1.4040622571345913,False,42.175,1.3156347960838677,-0.5655064781006082,False,1.8996799999999998,0.3011090223379788,-1.9417551671491522,False
85,2026-01-01 21:00:00,M-04,Line-C,71.273,102.284,41.517,2.331,50.592,0.894,78.0,108.0,49.0,3.3,Shift-C,OP-004,RM-0074,24.71,86.37,120.0,98.51,Stable,Accepted,6.727000000000004,91.37564102564102,5.715999999999994,94.70740740740742,7.482999999999997,84.72857142857143,0.9689999999999999,70.63636363636364,70.2196,1.5621568423176904,0.6743240956760282,False,100.40668000000001,1.0617862198515522,1.7680771937899746,False,42.06956,1.254724706858033,-0.44038345382045596,False,1.92768,0.30756079615798465,1.3113504875726314,False
86,2026-01-01 21:15:00,M-05,Line-B,67.795,99.525,41.917,1.59,51.78,1.062,78.0,108.0,49.0,3.3,Shift-C,OP-006,RM-0062,24.68,86.95,77.0,97.89,Stable,Accepted,10.204999999999998,86.91666666666666,8.474999999999994,92.15277777777779,7.082999999999998,85.54489795918367,1.7099999999999997,48.18181818181819,70.00008,1.4980203024881313,-1.471996071306561,False,100.38823999999998,1.073336825046072,-0.8042582531936538,False,42.103640000000006,1.23775865579683,-0.1507886849555911,False,1.9082,0.31308225756181085,-1.016346318945201,False
87,2026-01-01 21:30:00,M-01,Line-A,70.76,100.38,41.158,1.923,50.427,0.946,78.0,108.0,49.0,3.3,Shift-C,OP-027,RM-0087,24.02,88.53,1.0,102.36,Stable,Accepted,7.239999999999995,90.71794871794873,7.6200000000000045,92.94444444444444,7.841999999999999,83.99591836734695,1.3769999999999998,58.27272727272727,70.12984,1.4119053226048734,0.4463188784056706,False,100.37603999999999,1.0715550802455198,0.0036955636467133996,False,42.111239999999995,1.2310603248148764,-0.7743243615160286,False,1.90964,0.31306347599169093,0.042675051625487695,False
88,2026-01-01 21:45:00,M-02,Line-D,68.454,99.065,42.693,1.811,50.718,0.62,78.0,108.0,49.0,3.3,Shift-C,OP-017,RM-0095,25.82,84.92,20.0,101.99,Stable,Accepted,9.546000000000006,87.76153846153846,8.935000000000002,91.72685185185185,6.307000000000002,87.12857142857142,1.4889999999999999,54.87878787878788,70.11276,1.4301075798694212,-1.159884769054547,False,100.31648,1.102194746857371,-1.1354436260636145,False,42.14032,1.2360629272007047,0.44712933932226434,False,1.9243200000000003,0.29858914358473704,-0.3795181520651673,False
89,2026-01-01 22:00:00,M-05,Line-C,69.25,102.546,40.588,1.795,50.707,0.805,78.0,108.0,49.0,3.3,Shift-C,OP-003,RM-0056,23.53,84.04,86.0,100.94,Stable,Accepted,8.75,88.78205128205127,5.4539999999999935,94.95,8.411999999999999,82.83265306122449,1.505,54.39393939393939,70.016,1.4019836244882842,-0.5463687211607703,False,100.41724,1.1865416230934827,1.794087926262561,False,42.10108,1.270059608837308,-1.191345657693319,False,1.9164800000000002,0.29933761875180354,-0.4058293792359111,False
